EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Provincial Aerospace Ltd.,2011,National,Canada,,,Overall,Full-Time,348,207,141,21,11,10,3,1,2,7,4,3
Provincial Aerospace Ltd.,2011,National,Canada,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Middle and Other Managers,Full-Time,20,13,7,,,,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Professionals,Full-Time,25,17,8,,,,,,,2,2,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Semi-Professionals and Technicians,Full-Time,60,53,7,2,,2,,,,2,1,1
Provincial Aerospace Ltd.,2011,National,Canada,0,,Supervisors,Full-Time,7,3,4,,,,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Supervisors: Crafts and Trades,Full-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Skilled Crafts and Trades Workers,Full-Time,24,22,2,,,,,,,1,1,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Clerical Personnel,Full-Time,33,13,20,1,1,,1,,1,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Intermediate Sales and Service Personnel,Full-Time,77,9,68,6,,6,1,,1,2,,2
Provincial Aerospace Ltd.,2011,National,Canada,0,,Semi-Skilled Manual Workers,Full-Time,54,50,4,9,8,1,1,1,,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Other Sales and Service Personnel,Full-Time,26,6,20,1,,1,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Other Manual Workers,Full-Time,18,18,,2,2,,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,,,Overall,Part-Time,17,5,12,4,2,2,1,,1,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Intermediate Sales and Service Personnel,Part-Time,14,2,12,2,,2,1,,1,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Semi-Skilled Manual Workers,Part-Time,2,2,,2,2,,,,,,,
Provincial Aerospace Ltd.,2011,National,Canada,0,,Other Sales and Service Personnel,Part-Time,1,1,,,,,,,,,,
Provincial Aerospace Ltd.,2011,Provincial,Newfoundland and Labrador,,,Overall,Full-Time,286,170,116,21,11,10,2,1,1,6,4,2
Provincial Aerospace Ltd.,2011,Provincial,Newfoundland and Labrador,0,,Senior Managers,Full-Time,2,2,,,,,,,,,,
Provincial Aerospace Ltd.,2011,Provincial,Newfoundland and Labrador,0,,Middle and Other Managers,Full-Time,18,11,7,,,,,,,,,
Provincial Aerospace Ltd.,2011,Provincial,Newfoundland and Labrador,0,,Professionals,Full-Time,23,15,8,,,,,,,2,2,
Provincial Aerospace Ltd.,2011,Provincial,Newfoundland and Labrador,0,,Semi-Professionals and Technicians,Full-Time,41,35,6,2,,2,,,,2,1,1
Provincial Aerospace Ltd.,2011,Provincial,Newfoundland and Labrador,0,,Supervisors,Full-Time,5,2,3,,,,,,,,,
Provincial Aerospace Ltd.,2011,Provincial,Newfoundland and Labrador,0,,Administrative and Senior Clerical Personnel,Full-Time,1,,1,,,,,,,,,
Provincial Aerospace Ltd.,2011,Provincial,Newfoundland and Labrador,0,,Skilled Crafts and Trades Workers,Full-Time,22,20,2,,,,,,,1,1,
Provincial Aerospace Ltd.,2011,Provincial,Newfoundland and Labrador,0,,Clerical Personnel,Full-Time,32,13,19,1,1,,1,,1,,,
Provincial Aerospace Ltd.,2011,Provincial,Newfoundland and Labrador,0,,Intermediate Sales and Service Personnel,Full-Time,54,4,50,6,,6,,,,1,,1
Provincial Aerospace Ltd.,2011,Provincial,Newfoundland and Labrador,0,,Semi-Skilled Manual Workers,Full-Time,48,45,3,9,8,1,1,1,,,,
Provincial Aerospace Ltd.,2011,Provincial,Newfoundland and Labrador,0,,Other Sales and Service Personnel,Full-Time,22,5,17,1,,1,,,,,,
Provincial Aerospace Ltd.,2011,Provincial,Newfoundland and Labrador,0,,Other Manual Workers,Full-Time,18,18,,2,2,,,,,,,
